time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778197249.881,5925.638,0.0,0.0,0.0,0.0
1778197250.383,5926.139,0.0,0.0,0.0,0.0
1778197250.884,5926.641,0.0,0.0,0.0,0.0
1778197251.386,5927.142,0.0,0.0,0.0,0.0
1778197251.888,5927.644,0.0,0.0,0.0,0.0
1778197252.390,5928.146,0.0,0.0,0.0,0.0
1778197252.891,5928.648,0.0,0.0,0.0,0.0
1778197253.393,5929.149,0.0,0.0,0.0,0.0
1778197253.894,5929.651,0.0,0.0,0.0,0.0
1778197254.395,5930.152,0.0,0.0,0.0,0.0
1778197254.897,5930.653,0.0,0.0,0.0,0.0
1778197255.398,5931.155,0.0,0.0,0.0,0.0
1778197255.900,5931.656,0.0,0.0,0.0,0.0
1778197256.401,5932.158,0.0,0.0,0.0,0.0
1778197256.902,5932.659,0.0,0.0,0.0,0.0
1778197257.404,5933.161,0.0,0.0,0.0,0.0
1778197257.906,5933.662,0.0,0.0,0.0,0.0
1778197258.407,5934.163,0.0,0.0,0.0,0.0
1778197258.908,5934.665,0.0,0.0,0.0,0.0
1778197259.410,5935.166,0.0,0.0,0.0,0.0
1778197259.911,5935.668,0.0,0.0,0.0,0.0
1778197260.413,5936.170,0.0,0.0,0.0,0.0
1778197260.914,5936.671,0.0,0.0,0.0,0.0
1778197261.416,5937.172,0.0,0.0,0.0,0.0
1778197261.917,5937.674,0.0,0.0,0.0,0.0
1778197262.419,5938.175,0.0,0.0,0.0,0.0
1778197262.920,5938.677,0.0,0.0,0.0,0.0
1778197263.422,5939.178,0.0,0.0,0.0,0.0
1778197263.923,5939.680,0.0,0.0,0.0,0.0
1778197264.424,5940.181,0.0,0.0,0.0,0.0
1778197264.876,5940.632,0.0,0.0,0.0,0.0
1778197265.378,5941.134,0.0,0.0,0.0,0.0
1778197265.879,5941.636,0.0,0.0,0.0,0.0
1778197266.381,5942.137,0.0,0.0,0.0,0.0
