time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778196762.698,5438.455,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778196763.200,5438.956,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196763.701,5439.458,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196764.202,5439.959,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196764.704,5440.460,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196765.205,5440.961,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196765.707,5441.463,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196766.208,5441.965,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196766.659,5442.416,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196767.161,5442.917,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196767.662,5443.419,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196768.164,5443.921,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196768.666,5444.422,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196769.167,5444.923,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196769.668,5445.425,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196770.170,5445.926,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196770.671,5446.428,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196771.173,5446.929,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196771.674,5447.431,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196772.176,5447.932,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196772.678,5448.434,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196773.180,5448.936,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196773.681,5449.438,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196774.183,5449.939,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196774.684,5450.441,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196775.186,5450.942,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196775.688,5451.444,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196776.189,5451.945,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196776.690,5452.447,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196777.192,5452.949,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196777.694,5453.450,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196778.196,5453.952,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196778.697,5454.454,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196779.199,5454.955,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196779.700,5455.456,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196780.202,5455.958,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196780.703,5456.459,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196781.204,5456.961,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196781.706,5457.462,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196782.207,5457.964,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196782.708,5458.465,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196783.160,5458.916,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196783.661,5459.417,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196784.162,5459.919,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196784.664,5460.420,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196785.166,5460.922,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196785.667,5461.424,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196786.168,5461.925,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196786.670,5462.426,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196787.171,5462.927,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196787.673,5463.429,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196788.174,5463.930,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196788.675,5464.432,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196789.177,5464.933,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196789.678,5465.435,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196790.181,5465.937,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196790.682,5466.439,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196791.183,5466.940,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196791.685,5467.441,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196792.186,5467.943,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196792.688,5468.445,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196793.190,5468.946,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196793.691,5469.448,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196794.193,5469.949,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196794.695,5470.451,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196795.196,5470.953,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778196795.698,5471.454,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
