time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778197105.421,5781.177,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778197105.922,5781.679,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197106.424,5782.180,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197106.925,5782.681,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197107.426,5783.183,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197107.878,5783.634,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197108.379,5784.135,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197108.880,5784.637,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197109.382,5785.138,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197109.883,5785.640,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197110.385,5786.141,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197110.886,5786.643,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197111.388,5787.144,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197111.890,5787.646,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197112.391,5788.148,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197112.892,5788.649,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197113.394,5789.150,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197113.895,5789.651,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197114.397,5790.153,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197114.898,5790.655,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197115.399,5791.156,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197115.901,5791.657,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197116.402,5792.159,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197116.904,5792.660,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197117.405,5793.162,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197117.906,5793.663,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197118.408,5794.164,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197118.909,5794.666,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197119.411,5795.167,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197119.912,5795.669,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197120.414,5796.170,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197120.915,5796.672,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197121.417,5797.173,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197121.918,5797.675,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197122.420,5798.176,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197122.921,5798.678,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197123.423,5799.179,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197123.925,5799.681,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197124.426,5800.182,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197124.927,5800.684,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197125.378,5801.135,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197125.880,5801.636,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197126.381,5802.138,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197126.884,5802.640,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197127.385,5803.142,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197127.887,5803.643,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197128.388,5804.145,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197128.890,5804.647,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197129.392,5805.148,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197129.893,5805.650,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197130.395,5806.151,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197130.896,5806.652,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197131.398,5807.154,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197131.899,5807.655,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197132.400,5808.157,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197132.902,5808.658,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197133.403,5809.160,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197133.905,5809.662,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197134.406,5810.163,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197134.908,5810.664,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197135.409,5811.166,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197135.911,5811.667,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197136.412,5812.169,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197136.914,5812.670,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197137.415,5813.172,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197137.916,5813.673,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778197138.418,5814.174,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
