time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778206860.776,1223.448,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206861.278,1223.950,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206861.779,1224.451,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206862.230,1224.903,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206862.732,1225.404,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206863.233,1225.906,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206863.735,1226.407,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206864.236,1226.909,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206864.738,1227.410,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206865.239,1227.911,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206865.741,1228.413,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206866.243,1228.915,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206866.745,1229.417,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206867.246,1229.918,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206867.747,1230.419,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206868.248,1230.921,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206868.750,1231.422,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206869.251,1231.924,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206869.753,1232.425,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206870.254,1232.926,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206870.756,1233.428,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206871.257,1233.929,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206871.759,1234.431,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206872.260,1234.932,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206872.761,1235.433,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206873.262,1235.935,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206873.764,1236.436,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206874.265,1236.937,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206874.767,1237.439,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206875.268,1237.940,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206875.769,1238.441,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206876.271,1238.943,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206876.772,1239.444,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206877.273,1239.946,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206877.775,1240.447,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206878.276,1240.949,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206878.778,1241.450,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206879.279,1241.952,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206879.731,1242.403,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206880.232,1242.904,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206880.733,1243.406,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
