time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1774360471.821,28.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360472.322,28.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360472.823,29.491,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360473.324,29.992,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360473.826,30.493,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360474.327,30.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360474.778,31.445,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360475.279,31.947,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360475.780,32.448,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360476.281,32.949,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360476.782,33.450,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360477.283,33.951,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360477.785,34.452,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205672.293,34.965,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205672.794,35.467,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205673.296,35.968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205673.797,36.469,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205674.298,36.970,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205674.799,37.472,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205675.301,37.973,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205675.803,38.475,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778205676.306,38.978,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
